,nid,title,department,staff,time,text
198,10198,人權教育資源中心辦理「反歧視教案研發成果發表會~如果容易，我們何須那麼努力~」,教務處,教學組幹事,2022-01-10 08:24:08,
199,10199,[國三升學]轉知樟樹實中111學年度免試入學單獨招生簡章,教務處,註冊組幹事,2022-01-10 09:20:03,樟樹實中111學年度免試入學單獨招生資訊樟樹實中111學年度免試入學單獨招生資訊說明：說明：一、招生簡章(如附件)供師生參閱，簡章同步公告於該校網站，亦可免費至該校警衛室索取，敬請鼓勵有興趣之學生報名。一、招生簡章(如附件)供師生參閱，簡章同步公告於該校網站，亦可免費至該校警衛室索取，敬請鼓勵有興趣之學生報名。二、其他報名相關問題，請與該校教務處聯絡，聯絡電話：02-26430686轉100、102、104、105。二、其他報名相關問題，請與該校教務處聯絡，聯絡電話：02-26430686轉100、102、104、105。
202,10202,教育部國民及學前教育署 「110年原住民族學生升學輔導講座Ⅲ-國中階段升學場次」,輔導室,輔導幹事,2022-01-10 10:47:04,
203,10203,轉知：臺北市政府教育局及所屬自造教育科技輔導中心、3A教學中心共同辦理111年寒假自造科技教育營隊，詳附件。,活動組,活動幹事,2022-01-10 11:13:53,
204,10204,「混成式CPR教育訓練課程」相關優惠資訊,衛生組,學創-衛生,2022-01-10 11:29:11,
206,10206,[國三升學]111學年度高級中等學校藝術才能班(美術、音樂、戲劇、舞蹈)招生簡章,教務處,註冊組幹事,2022-01-10 13:18:17,111學年度高級中等學校藝術才能班(美術、音樂、戲劇、舞蹈)招生簡章111學年度高級中等學校藝術才能班(美術、音樂、戲劇、舞蹈)招生簡章請參閱附件。請參閱附件。請參閱附件。
207,10207,110學年度寒假班級返校打掃注意事項,衛生組,學創-衛生,2022-01-10 15:10:28,注意事項：注意事項： (一) 集合時間：請於當日上午8:55前於星座廣場集合完畢（由服務股長或幹部負責點名）。遲到30 (一) 集合時間：請於當日上午8:55前於星座廣場集合完畢（由服務股長或幹部負責點名）。遲到30) 8:5530            分鐘以內，請務必至學務處找負責老師分配工作，需增加打掃時間，延後放學（如未                        分鐘以內，請務必至學務處找負責老師分配工作，需增加打掃時間，延後放學（如未                                        找負責老師簽到，視同未到）。遲到30分鐘以上，視同缺席，請務必辦理請假手續。                找負責老師簽到，視同未到）。遲到30分鐘以上，視同缺席，請務必辦理請假手續。30 (二) 放學時間：當日上午11:00前，由衛生組檢查各分配掃區，檢核通過即可放學，未達標準者，需 (二) 放學時間：當日上午11:00) 11:00前，由衛生組檢查各分配掃區，檢核通過即可放學，未達標準者，需          立即改善至標準以上始可放學。          立即改善至標準以上始可放學。 (三) 請假規定：因故未能返校打掃者，應事先由家長於本回條說明請假事由，並選擇其他返校日期補 (三) 請假規定：) 因故未能返校打掃者，應事先由家長於本回條說明請假事由，並選擇其他返校日期補                打掃，或於開學後（5月底前）以愛校服務折抵（請假1次需補愛校服務4次）。                打掃，或於開學後（5月底前）以愛校服務折抵（請假1次需補愛校服務4次）。514                如                如未於期限前完成，尚須補愛校1-4次者，記警告1次。請假手續可於開學前至衛生組                             確認是否完成。                             確認是否完成。                如需臨時請假，煩請家長打電話至衛生組請假。電話：(02)82377500轉9341                如需臨時請假，煩請家長打電話至衛生組請假。電話：(02)82377500轉9341(02)823775009341三、備註：無故缺席者，除原缺席之愛校服務4次外，尚需補作2次愛校服務，未完成者記警告1次。三、備註：無故缺席者，除原缺席之愛校服務4次外，尚需補作2次愛校服務，未完成者記警告1次。
208,10208,本署辦理111年度「運用Cool English網站資源‧加強英語閱讀、聽力、口說能力」教案徵稿比賽辦法1份，鼓勵教師/師資生踴躍報名參加，請參閱。,教務處,實研幹事,2022-01-10 15:23:16,主旨：本署辦理111年度「運用Cool English網站資源‧加強英語閱讀、聽力、口說能力」教案徵稿比賽辦法1份，請詳閱說明及附件。說明：一、參賽對象，分為以下兩組：       (一)教師組：全國公私立國中小教師，包含實習、代理及代課教師，分為國中組及國小組進行評選。       (二)師資生組：全國公私立大學校院師資生，包含師資培育及教育學程生，分為國中組及國小組進行評選。二、收件時間：111年1月17日(星期一)至111年3月21日(星期一)下午6時止，請將教案作品檔案及報名表以電子郵件方式傳送至信箱：pochuncindy@ntnueng.tw，以電子郵件日期為憑。三、報名方式：限個人進行參賽，每人參賽作品以3件為限，1件參賽作品請填寫1份報名表，其餘詳細內容請參閱比賽辦法。四、如有相關問題，請逕洽國立臺灣師範大學潘小姐，電話：(02)77496444。
209,10209,國立臺灣師範大學辦理「原住民族語言能力認證測驗」之資訊監試人員培訓研習報名相關事宜，請參閱。,教務處,實研幹事,2022-01-10 15:27:20,主旨：國立臺灣師範大學辦理「原住民族語言能力認證測驗」之資訊監試人員培訓研習報名相關事宜，請詳閱說明及附件。說明：一、旨揭研習係為透過完善訓練程篩選機制，培育偏鄉地區原住民族語認證測驗資訊監試人員，並進行實作演練提升資訊監試人員專業信度。          鼓勵具電腦相關教學、學習背景及監試工作經驗等相關背景者踴躍參與。結業後核發教師研習時數，成為總試務中心專業人才資料庫，          獲得資訊監試人員之聘用資格。二、本次研習分別於111年1月17日（屏東縣私立屏榮高級中學）、1月18日（國立臺東高級商業職業學校）及1月19日（國立花蓮高級農業職業學校）         辦理3場次，即日開始報名，額滿即截止，並於111年1月7日下午5時前以電子郵件方式通知錄取名單。茲檢送來函及培訓研習簡章各1份，          如有相關疑問，建請逕洽承辦單位聯絡人：臺師大進修推廣學院測驗培訓組呂小姐，聯絡電話：02-77495820，E-mail：queenielu@ntnu.edu.tw。
210,10210,函轉「跟蹤騷擾防制法」制定案，業奉總統110年12月1日華總一義字第11000108131號令公布，並自111年6月1日施行，請查照。,生輔組,學創-生輔林,2022-01-10 15:58:50,
211,10211,【高三升學】111學年度四技二專技優保送入學招生報名相關事宜 ,教務處,註冊組長,2022-01-10 16:35:09,
212,10212,110學年度第1學期第3次定期評量—考試範圍、考程表及注意事項,教務處,教學組幹事,2022-01-11 09:21:42,公告110學年度第1學期第3次定期評量—考試範圍、考程表及注意事項公告110學年度第1學期第3次定期評量—考試範圍、考程表及注意事項考試名稱：第3次定期評量考試名稱：第3次定期評量考試年級：國一～國三、　高一～高二考試年級：國一～國三、　高一～高二考試日期：111年1月18日～111年1月19日考試日期：111年1月18日～111年1月19日詳細考試範圍、考試日程表及考試注意事項等，敬請參閱附件。詳細考試範圍、考試日程表及考試注意事項等，敬請參閱附件。註：高三第3次定期評量已於110年12月29日、30日辦理完畢。註：高三第3次定期評量已於110年12月29日、30日辦理完畢。
213,10213,氣候變遷﹒環境倫理﹒動物生存權及相關書寫：高中、大學教師教案設計聯合工作坊,教務處,教學組幹事,2022-01-11 09:50:58,
214,10214,[國三升學]轉知高雄市立高雄高級中學為辦理111學年度高中科學班招生說明會,教務處,註冊組幹事,2022-01-11 10:43:50,高雄市立高雄高級中學為辦理111學年度高中科學班招生說明會高雄市立高雄高級中學為辦理111學年度高中科學班招生說明會說明：說明：國中家長說明會資訊如下：國中家長說明會資訊如下：時間：111年1月19日（星期三）19時至21時。時間：111年1月19日（星期三）19時至21時。地點：高雄中學演奏廳。地點：高雄中學演奏廳。
215,10215,[高三升學]轉知雲科大機器人技優領航專班辦理111學年度線上招生說明會,教務處,註冊組幹事,2022-01-11 11:18:52,雲科大機器人技優領航專班辦理111學年度線上招生說明會雲科大機器人技優領航專班辦理111學年度線上招生說明會說明：說明：一、說明會時間：111年1月27日(星期四)下午2時至4時，採線上視訊方式進行，自即日起至111年1月25日(星期二)中午12時止開放報名，報名網址為https://forms.gle/2uRSYvGzrHJtsXMT9，QR-Code如附件。一、說明會時間：111年1月27日(星期四)下午2時至4時，採線上視訊方式進行，自即日起至111年1月25日(星期二)中午12時止開放報名，報名網址為https://forms.gle/2uRSYvGzrHJtsXMT9，QR-Code如附件。二、招生相關諮詢請洽該校未來學院夏郭賢老師，電話：05-5342601轉分機4248或李虹慧助理，電話：05-5342601轉分機7187。二、招生相關諮詢請洽該校未來學院夏郭賢老師，電話：05-5342601轉分機4248或李虹慧助理，電話：05-5342601轉分機7187。
216,10216,轉知-公益信託星雲大師教育基金辦理「2022第十屆星雲教育獎」案,人事室,人事助理,2022-01-11 15:13:08,一、依據教育部111年1月10日臺教師（三）字第1110000407A號函轉公益信託星雲大師教育基金110年12月30日一、依據教育部111年1月10日臺教師（三）字第1110000407A號函轉公益信託星雲大師教育基金110年12月30日    公益星行字第1101410號函辦理。    公益星行字第1101410號函辦理。二、檢附遴選辦法及海報各1份，倘對本案活動或報名有相關疑問者，請逕洽公益信託星雲教育基金施芃年專員，二、檢附遴選辦法及海報各1份，倘對本案活動或報名有相關疑問者，請逕洽公益信託星雲教育基金施芃年專員，    電話：（02）2762-9118。    電話：（02）2762-9118。
217,10217,因應本土疫情升溫，中央流行疫情指揮中心(以下稱指揮中心)宣布自111年1月9日至1月24日全國維持二級警戒，並加嚴戴口罩等防疫措施，請貴校務必落實，以確保校園防疫安全，請查照。,衛生組,學創-衛生,2022-01-11 15:02:53,
218,10218,轉知-國立臺灣大學111學年度管理學院企業管理碩士專班Global MBA招生及招生說明會相關訊息,人事室,人事助理,2022-01-11 15:20:05,一、國立臺灣大學管理學院企業管理碩士專班為全英語授課之商管碩士學程，成立至今已15年，並重理論與實務，旨在培養一、國立臺灣大學管理學院企業管理碩士專班為全英語授課之商管碩士學程，成立至今已15年，並重理論與實務，旨在培養    跨國企業經理人以及創業家。目前已有超過50國超過600名學生來臺修讀。本專班旨在提升學生國際視野，接軌世界企業    跨國企業經理人以及創業家。目前已有超過50國超過600名學生來臺修讀。本專班旨在提升學生國際視野，接軌世界企業    發展趨勢，不用出國也一樣有留學般的學習環境。110學年度國內外申請者超過300人，錄取人皆為國際頂尖人才。    發展趨勢，不用出國也一樣有留學般的學習環境。110學年度國內外申請者超過300人，錄取人皆為國際頂尖人才。二、線上招生說明會：即日起至3月10日(星期四)二、線上招生說明會：即日起至3月10日(星期四)三、實體招生說明會：111年1月15日(星期六)下午2時至5時三、實體招生說明會：111年1月15日(星期六)下午2時至5時四、本國生報名日期：111年2月18日(星期五)起至3月10日(星期四)止四、本國生報名日期：111年2月18日(星期五)起至3月10日(星期四)止五、課程特色如附件1、附件2。學程簡介請參考附件3。招生說明會詳情及報名請參考以下連結：五、課程特色如附件1、附件2。學程簡介請參考附件3。招生說明會詳情及報名請參考以下連結：    https://gmba.ntu.edu.tw/en/board/detail/sn/12298    https://gmba.ntu.edu.tw/en/board/detail/sn/12298六、相關招生訊息請參考：http://gmba.ntu.edu.tw/en/applying/dates_and_deadlines六、相關招生訊息請參考：http://gmba.ntu.edu.tw/en/applying/dates_and_deadlines
219,10219,轉知:嚴重特殊傳染性肺炎中央流行疫情指揮中心（以下稱中央流行疫情指揮中心）為因應國際疫情持續嚴峻及Omicron新型變異株之威脅增加，自110年12月20日零時(航班抵臺時間)起調整春節檢疫專案3項方案之檢測措施，以強化對入境者於檢疫期間及自主健康管理期間之健康監測，請查照。,衛生組,學創-衛生,2022-01-12 08:04:29,
221,10221,轉知：文化部為鼓勵學生參與藝文活動，與9大藝文票券平臺合作推出「平臺回饋送 同學藝起FUN」，凡響應購買指定藝文節目滿千即可獲得回饋20%之專案活動，歡迎學生（含學齡前兒童）及親友同行者參加，詳說明。,活動組,活動幹事,2022-01-12 10:09:09,、
222,10222,轉知：國立臺灣科技大學辦理「第三屆 2022全球華人教育遊戲設計大賞(2022 Educational Game Design Award)」競賽，詳附件。,活動組,活動幹事,2022-01-12 10:21:44,
223,10223,『前進柏克萊實驗室』甄選計畫線上說明會，歡迎對AI、元宇宙有興趣的同學與家長,教務處,教學組幹事,2022-01-12 11:10:08,主旨: 加拿大布萊斯學院 (Blyth Academy) 與加州大學柏克萊分校(UC Berkeley)勞倫斯國家實驗室鄭振和博士、陳立教育集團合作，推動『前進柏克萊實驗室』甄選計畫，歡迎推薦在STEAM教育方面表現優秀，或對AI、元宇宙有興趣的同學，與家長共同了解本甄選計畫內容。敬請  貴校惠予公告，並鼓勵有興趣的家長同學報名線上說明會。主旨: 加拿大布萊斯學院 (Blyth Academy) 與加州大學柏克萊分校(UC Berkeley)勞倫斯國家實驗室鄭振和 (Blyth Academy) 與加州大學柏克萊分校(UC Berkeley)博士、陳立教育集團合作，推動『前進柏克萊實驗室』甄選計畫，歡迎博士、陳立教育集團合作，推動『前進柏克萊實驗室』甄選計畫推薦在STEAM教育方面表現優秀，或對AI、元宇宙有興趣的同學，與家長共同了解本甄選計畫內容。敬請  貴校惠予公告，並鼓勵有興趣的家長同學報名線上說明會。說明:說明::一、 為使台灣優秀學子能入選加州大學柏克萊分校(UC Berkeley)勞倫斯國家實驗室『奈米衛星基本結構設計與操控程式設計』全球限額學習機會，於2022年1月15日(週六)、2月19日(週六)上午10時舉辦甄選線上說明會，歡迎有興趣的同學在家長陪同下一起報名了解。一、  (UC Berkeley)『奈米衛星基本結構設計與操控程式設計』全球限額學習機會，於2022年1月15日(週六)、2月19日(週六)上午10時2022年1月15日(週六)、2月19日(週六)上午10時舉辦甄選線上說明會，歡迎有興趣的同學在家長陪同下一起報名了解。二、未來入選同學將經過18項專業培訓課程，包含柏拉圖譜、人工智能、賽局理論、元宇宙構建、人工智能演算法、分類回歸樹演算法、大數據分析、圖靈機器、量子加密計算、芝諾悖論、蓋亞理論、物聯網晶片設計、奈米衛星網絡、阿提米絲太空計畫、奈米機器人，以及群體人工智能等主題。二、未來入選同學將經過18項專業培訓課程，包含柏拉圖譜、人工智能、賽局理論、元宇宙構建、人工智能演算法、分類回歸樹演算法、大數據分析、圖靈機器、量子加密計算、芝諾悖論、蓋亞理論、物聯網晶片設計、奈米衛星網絡、阿提米絲太空計畫、奈米機器人，以及群體人工智能等主題。二、18三、培訓將搭配Project Based Learning (PBL)專題研究學習方式，激勵同學自主研究、解決問題的重要能力。三、培訓將搭配Project Based Learning (PBL)專題研究學習方式，激勵同學自主研究、解決問題的重要能力。三、Project Based Learning (PBL)四、 全程參與並完成『奈米衛星基本結構設計與操控程式設計』學習計畫者，將由加州大學柏克萊分校與勞倫斯國家實驗室共同頒發證書，未來將有助於國內外頂級大學申請。四、 全程參與並完成『奈米衛星基本結構設計與操控程式設計』學習計畫者，將由加州大學柏克萊分校與勞倫斯國家實驗室共同頒發證書，未來將有助於國內外頂級大學申請。四、  五、歡迎國一~高二同學報名，報名免費。五、歡迎國一~高二同學報名，報名免費。五、歡迎國一~高二同學報名，報名免費。報名網址為https://forms.gle/kYw6fETr4V4tjtpJ6，或可掃描附件DM上的QR CODE。報名網址為https://forms.gle/kYw6fETr4V4tjtpJ6，或可掃描附件DM上的QR CODE。https://forms.gle/kYw6fETr4V4tjtpJ6https://forms.gle/kYw6fETr4V4tjtpJ6DMQR CODE
224,10224,[獎助學金]轉知中山大學電機工程學系系友在學子女獎學金,教務處,註冊組幹事,2022-01-12 13:35:30,中山大學電機工程學系系友在學子女獎學金中山大學電機工程學系系友在學子女獎學金說明：說明：一、本獎學金名額及金額：每年國中生35名及高中生70名為原則，國中生每名新臺幣貳仟元整、高中生每名新臺幣參仟元整。一、本獎學金名額及金額：每年國中生35名及高中生70名為原則，國中生每名新臺幣貳仟元整、高中生每名新臺幣參仟元整。二、受理收件日為公告日起至111年3月15日截止，備妥申請文件彙送該校電機系系友會，以郵戳為憑，逾期不予受理。會址：804201高雄市鼓山區蓮海路70號國立中山大學電機工程學系系友會。二、受理收件日為公告日起至111年3月15日截止，備妥申請文件彙送該校電機系系友會，以郵戳為憑，逾期不予受理。會址：804201高雄市鼓山區蓮海路70號國立中山大學電機工程學系系友會。三、獎學金辦法、申請表與自傳格式請見附件，或至該校電機系系友會網頁下載：https://alumni.ee.nsysu.edu.tw/p/404-1213-93729.php。三、獎學金辦法、申請表與自傳格式請見附件，或至該校電機系系友會網頁下載：https://alumni.ee.nsysu.edu.tw/p/404-1213-93729.php。
225,10225,本校環工所高正忠教授研究團隊成功開發出全世界第一個原型再利用回收瓶為基座的DIY循環型農園|可食地景|綠屋頂(簡稱DIYGreen)，其具有諸多環保及其他效益，也是適用於環境永續、自然、探究與實作、生物、健康教育、生活、家政、食農、跨領域、社團等課程的優良實作教具，擬邀請各級學校教師合作應用DIYGreen於教學或相關活動(如附件)。,衛生組,學創-衛生,2022-01-12 13:50:14,
226,10226,轉知臺北市立永春高級中學主辦之「XR實境教育創意大賞」教師組、學生組競賽簡章與競賽說明會日期,教務處,設備幹事,2022-01-12 14:07:52,
227,10227,【高三】110學年度第2學期高三多元選修選課結果暨加退選說明,教務處,教學組長,2022-01-12 18:15:40,一、110學年度第2學期高三多元選修課程選課結果，如附件1。一、110學年度第2學期高三多元選修課程選課結果，如附件1。11021二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。加退選資格2三、再次提醒，申請加退選只限1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。三、再次提醒，申請加退選只限1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。四、加退選期間：111年02月14日(一)中午12時30分起至02月17日(四)上午10時止。四、加退選期間：111年02月14日(一)中午12時30分起至02月17日(四)上午10時止。1110214(一)123002(四)上10五、加退選結果公告：111年02月18日(五)下午15時公告。五、加退選結果公告：111年02月18日(五)下午15時公告。
228,10228,【高一】110學年度第2學期高一第1期程微課程選課結果暨加退選說明,教務處,教學組長,2022-01-12 18:30:23,一、本校110學年度第2學期高一第1期程微課程選課結果，如附件1。一、本校110學年度第2學期高一第1期程微課程選課結果，如附件1。  二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。三、再次提醒，加退選只限1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。三、再次提醒，加退選只限1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。(2)  四、加退選期間：111年02月16日(三)中午12時30分起至02月21日(一)中午12時30分止。四、加退選期間：111年02月16日(三)中午12時30分起至02月21日(一)中午12時30分止。五、加退選結果公告：111年02月18日(五)下午15時。五、加退選結果公告：111年02月18日(五)下午15時。
229,10229,【高二】110學年度第2學期高二第1期程微課程選課結果暨加退選說明,教務處,教學組長,2022-01-12 18:36:02,一、本校110學年度第2學期高二第1期程微課程選課結果，如附件1。一、本校110學年度第2學期高二第1期程微課程選課結果，如附件1。  二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。三、再次提醒，加退選只限申請1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。二、依本校課程計畫書第拾壹項「選課規劃與輔導」規定，學生於選課後，若符合加退選資格加退選資格者，得可申請加退選，有加退選需求的同學，請參閱附件2。三、再次提醒，加退選只限申請1次，進行加退選前請先詳細閱讀選課結果(附件1)與加退選說明(附件2)。(2)  四、加退選期間：111年02月15日(二)中午12時30分起至02月17日(四)中午12時30分止。四、加退選期間：111年02月15日(二)中午12時30分起至02月日(四)中午12時30分止。五、加退選結果公告：111年02月18日(五)下午15時。五、加退選結果公告：111年02月18日(五)下午15時。
230,10230,國立雲林科技大學機器人技優領航專班辦理111學年度線上招生說明會,輔導室,輔導幹事,2022-01-13 10:00:14,
232,10232,美術學科中心「110學年度北一區教師專業成長研習－跨域視覺教材設計的前世今生」實施計畫,教務處,教學組幹事,2022-01-13 10:16:45,
233,10233,轉知：國立臺灣科學教育館辦理「設計我們的世界」主動探索WORKSHOP暑期活動，詳附件。,活動組,活動幹事,2022-01-13 10:42:17,
234,10234,[國三升學]111年國中教育會考宣導,教務處,註冊組幹事,2022-01-13 13:18:35,111年國中教育會考宣導111年國中教育會考宣導說明：說明：111年國中教育會考依「十二年國民基本教育課程綱要」第四學習階段學習表現及學習內容為命題依據，題型以單一選擇題為主，強化素養導向之試題設計，計分方式維持三等級制；有關111年國中教育會考各科等級表現描述與參考試題本，國立臺灣師範大學心理與教育測驗研究發展中心業於108年8月30日公告於國中教育會考網站(https://cap. rcpet.edu.tw/)，學生、家長及教師可逕行參閱。111年國中教育會考依「十二年國民基本教育課程綱要」第四學習階段學習表現及學習內容為命題依據，題型以單一選擇題為主，強化素養導向之試題設計，計分方式維持三等級制；有關111年國中教育會考各科等級表現描述與參考試題本，國立臺灣師範大學心理與教育測驗研究發展中心業於108年8月30日公告於國中教育會考網站(https://cap. rcpet.edu.tw/)，學生、家長及教師可逕行參閱。
235,10235,轉知-國立彰化師範大學「111學年度碩士在職專班」招生資訊及海報,人事室,人事助理,2022-01-13 14:21:10,一、111學年度招生類別分為「教師在職進修碩士在職專班」及「碩士在職專班」，招生簡章請至本校進修學院首頁免費下載一、111學年度招生類別分為「教師在職進修碩士在職專班」及「碩士在職專班」，招生簡章請至本校進修學院首頁免費下載   （https://cee.ncue.edu.tw/）。   （https://cee.ncue.edu.tw/）。二、重要試務日期如下：二、重要試務日期如下：  (一)報名日期：即日起至111年3月1日（星期二）下午10時止。  (一)報名日期：即日起至111年3月1日（星期二）下午10時止。  (二)面試時間：111年3月19日（星期六）至111年3月31日（星期四），各班別面試日期依各系所公告為準。  (二)面試時間：111年3月19日（星期六）至111年3月31日（星期四），各班別面試日期依各系所公告為準。  (三)放榜日期：111年4月18日（星期一）。  (三)放榜日期：111年4月18日（星期一）。三、本招生資訊敬請公告於貴機關LED字幕機(跑馬燈)或電視牆，公告內容：「111學年度國立彰化師範大學碩士在職專班招生中，三、本招生資訊敬請公告於貴機關LED字幕機(跑馬燈)或電視牆，公告內容：「111學年度國立彰化師範大學碩士在職專班招生中，    報名自即日起至111年3月1日下午10時止，更多招生訊息請至彰化師大進修學院官網查詢」。    報名自即日起至111年3月1日下午10時止，更多招生訊息請至彰化師大進修學院官網查詢」。四、如有報名相關問題，請逕向本校進修學院教學服務組洽詢（電話：04-7232105分機5406、5413、5415）。四、如有報名相關問題，請逕向本校進修學院教學服務組洽詢（電話：04-7232105分機5406、5413、5415）。
236,10236,轉知-國立臺北護理健康大學資訊管理系111學年度碩士班暨在職專班招生資訊,人事室,人事助理,2022-01-13 14:32:31,一、本招生一律採網路報名，報名日期自110年12月01日（星期三）上午09：00起至111年01月14日（星期五）下午23：59止。一、本招生一律採網路報名，報名日期自110年12月01日（星期三）上午09：00起至111年01月14日（星期五）下午23：59止。二、本校資訊管理系碩士班招生名額：一般生(含在職生)共5名。二、本校資訊管理系碩士班招生名額：一般生(含在職生)共5名。三、本校資訊管理系碩士班招生科目：三、本校資訊管理系碩士班招生科目： (一)第一階段：書面資料審查(100%) (一)第一階段：書面資料審查(100%) (二)第二階段：面試(100%) (二)第二階段：面試(100%)四、招生簡章於本校首頁/招生資訊公告，不另發售紙本簡章，考生可自行由網頁查詢或列印（簡章及相關附件下載：四、招生簡章於本校首頁/招生資訊公告，不另發售紙本簡章，考生可自行由網頁查詢或列印（簡章及相關附件下載：    https://examweb.ntunhs.edu.tw/upload/articles_file/615422153e0cb.pdf）    https://examweb.ntunhs.edu.tw/upload/articles_file/615422153e0cb.pdf）五、報考資格、報名事宜及其他相關事項等，請詳招生簡章。五、報考資格、報名事宜及其他相關事項等，請詳招生簡章。
237,10237,臺北市3A教學基地中心（新興科技推廣中心）於1月17日辦理「元宵天燈許願池MR虚擬世界任你放」教師增能研習資訊,教務處,教學組幹事,2022-01-13 15:03:34,
238,10238,高中優質化研習--[藝術創作]Touch Board觸摸感應互動板,教務處,教學組幹事,2022-01-13 15:20:29,
239,10239,[高中部]臺北醫學大學110學年度自主學習計畫競賽(2/24前報名),圖書館,圖書閱讀教師,2022-01-13 17:16:55,臺北醫學大學110學年度自主學習計畫競賽組隊方式：每組參賽成員不限人數、同一學校、同一科系、同一年級組成。臺北醫學大學110學年度自主學習計畫競賽臺北醫學大學110學年度自主學習計畫競賽組隊方式：每組參賽成員不限人數、同一學校、同一科系、同一年級組成。組隊方式：每組參賽成員不限人數、同一學校、同一科系、同一年級組成。報名期間：即日起至111 年2 月24 日(四)報名期間：即日起至111 年2 月24 日(四)報名方式：報名方式：一、網路報名，點選網址一、網路報名，點選網址二、參賽者或團隊於報名截止日前，務必依報到通知信要求完成線上競賽報到，始完成報名程序。詳情請參附件檔案。二、參賽者或團隊於報名截止日前，務必依報到通知信要求完成線上競賽報到，始完成報名程序。詳情請參附件檔案。
240,10240,2022 年第30 屆台北國際書展「校園趣書展」活動,圖書館,圖書閱讀教師,2022-01-13 17:34:11,2022 年第30 屆台北國際書展「校園趣書展」活動日期：2022 年6 月2 日- 6 月7 日地點：台北世貿中心㇐館㇐、二樓展場（台北市信義區信義路五段5 號）「校園趣書展」參觀展覽時間：6 月2 日週四12:00-18:00、6 月3 日週五10:00-20:00、6 月4 日週六10:00-20:00、6 月5 日週日10:00-20:00、6 月6 日週㇐10:00-18:00、6 月7 日週二10:00-18:00。「校園趣書展」報名團體擇㇐時段入場，不限參觀時間。
241,10241,因應嚴重特殊傳染性肺炎國際間新變異株Omicron威脅，中央流行疫情指揮中心宣布自本（111）年1月9日至本年1月24日維持疫情警戒標準為第2級，並請落實相關防疫措施，請查照。,衛生組,學創-衛生,2022-01-14 07:43:59,
243,10243,110學年度寒假英語力增強活動錄取名單、活動課程，敬請查閱。,教務處,實研幹事,2022-01-14 12:00:49,                                                                      公         告                    公         告說明：110學年度寒假英語力增強活動錄取名單、活動課程，請詳閱附加檔案。說明：110學年度寒假英語力增強活動錄取名單、活動課程，請詳閱附加檔案。
244,10244,轉知110年度流感疫苗接種計畫自本（111）年1月6日起，擴大接種對象為全國出生滿6個月以上尚未接種之民眾至疫苗用罄止，請查照。,衛生組,學創-衛生,2022-01-14 08:16:50,
245,10245,110學年度全國教師研習工作坊「關鍵時刻─以桌遊帶入氣候變遷議題」,教務處,教學組幹事,2022-01-14 08:51:53,
246,10246,轉知：臺北市政府消防局防災宣導影片。,生輔組,生輔幹事,2022-01-14 08:48:53,一、臺北市政府消防局製作下列防災宣導主題影片，以強化師生防災意識及觀念。一、臺北市政府消防局製作下列防災宣導主題影片，以強化師生防災意識及觀念。製作下列防災宣導主題影片，以強化師生防災意識及觀念。二、防災宣導主題影片可至本校防災教育專區網頁觀看(學務處 | 臺北市政府消防局防災宣導影片 (nccu.edu.tw))，影片內容僅供防災宣導播放使用，請勿移作他途及剪輯畫面使用。二、防災宣導主題影片可至本校防災教育專區網頁觀看(學務處 | 臺北市政府消防局防災宣導影片 (nccu.edu.tw))，影片內容僅供防災宣導播放使用，請勿移作他途及剪輯畫面使用。二、防災宣導主題影片可至本校防災教育專區網頁觀看()，影片內容僅供防災宣導播放使用，請勿移作他途及剪輯畫面使用。
